"FinancialYear","HBR","HBRQF","SIMD","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF","HospitalResidentsCount","HospitalResidentsCountQF","HospitalResidentsRates","HospitalResidentsRatesQF"
"2017/18","S08000017"," ",1,"Total","d","245"," ","1843.77"," ","110"," ","827.81"," ","10"," ","75.26"," "
"2017/18","S08000017"," ",2,"Total","d","450"," ","1117.15"," ","205"," ","508.92"," ","20"," ","49.65"," "
"2017/18","S08000017"," ",3,"Total","d","500"," ","874.34"," ","210"," ","367.22"," ","35"," ","61.2"," "
"2017/18","S08000017"," ",4,"Total","d","200"," ","770.53"," ","85"," ","327.48"," ","10"," ","38.53"," "
"2017/18","S08000017"," ",5,"Total","d","105"," ","840.74"," ","30"," ","240.21"," ","5"," ","40.04"," "
"2017/18","S08000029"," ",1,"Total","d","1110"," ","1504.84"," ","575"," ","779.53"," ","50"," ","67.79"," "
"2017/18","S08000029"," ",2,"Total","d","1040"," ","1316.51"," ","520"," ","658.25"," ","90"," ","113.93"," "
"2017/18","S08000029"," ",3,"Total","d","630"," ","873.63"," ","340"," ","471.48"," ","30"," ","41.6"," "
"2017/18","S08000029"," ",4,"Total","d","500"," ","694.07"," ","285"," ","395.62"," ","35"," ","48.58"," "
"2017/18","S08000029"," ",5,"Total","d","355"," ","476.52"," ","190"," ","255.04"," ","15"," ","20.13"," "
"2017/18","S08000019"," ",1,"Total","d","625"," ","1205.07"," ","380"," ","732.69"," ","40"," ","77.12"," "
"2017/18","S08000019"," ",2,"Total","d","595"," ","981.82"," ","355"," ","585.79"," ","35"," ","57.75"," "
"2017/18","S08000019"," ",3,"Total","d","400"," ","633.85"," ","240"," ","380.31"," ","30"," ","47.54"," "
"2017/18","S08000019"," ",4,"Total","d","315"," ","496.74"," ","205"," ","323.28"," ","60"," ","94.62"," "
"2017/18","S08000019"," ",5,"Total","d","215"," ","322.85"," ","140"," ","210.23"," ","25"," ","37.54"," "
"2017/18","S08000020"," ",1,"Total","d","400"," ","1152.97"," ","250"," ","720.61"," ","25"," ","72.06"," "
"2017/18","S08000020"," ",2,"Total","d","705"," ","767.77"," ","500"," ","544.52"," ","70"," ","76.23"," "
"2017/18","S08000020"," ",3,"Total","d","645"," ","534.36"," ","460"," ","381.09"," ","75"," ","62.13"," "
"2017/18","S08000020"," ",4,"Total","d","605"," ","354.89"," ","390"," ","228.77"," ","50"," ","29.33"," "
"2017/18","S08000020"," ",5,"Total","d","580"," ","343.84"," ","385"," ","228.24"," ","65"," ","38.53"," "
"2017/18","S08000031"," ",1,"Total","d","7425"," ","1846.29"," ","3610"," ","897.66"," ","415"," ","103.19"," "
"2017/18","S08000031"," ",2,"Total","d","2380"," ","1131.61"," ","1200"," ","570.56"," ","220"," ","104.6"," "
"2017/18","S08000031"," ",3,"Total","d","1380"," ","870.96"," ","705"," ","444.95"," ","85"," ","53.65"," "
"2017/18","S08000031"," ",4,"Total","d","1030"," ","635.85"," ","555"," ","342.62"," ","115"," ","70.99"," "
"2017/18","S08000031"," ",5,"Total","d","1040"," ","440.3"," ","530"," ","224.38"," ","45"," ","19.05"," "
"2017/18","S08000022"," ",1,"Total","d","495"," ","1582.38"," ","300"," ","959.02"," ","35"," ","111.89"," "
"2017/18","S08000022"," ",2,"Total","d","565"," ","1025.2"," ","350"," ","635.08"," ","45"," ","81.65"," "
"2017/18","S08000022"," ",3,"Total","d","735"," ","617.06"," ","455"," ","381.99"," ","60"," ","50.37"," "
"2017/18","S08000022"," ",4,"Total","d","480"," ","533.53"," ","315"," ","350.13"," ","40"," ","44.46"," "
"2017/18","S08000022"," ",5,"Total","d","120"," ","452.56"," ","75"," ","282.85"," ","10"," ","37.71"," "
"2017/18","S08000032"," ",1,"Total","d","2470"," ","1388.37"," ","1215"," ","682.94"," ","100"," ","56.21"," "
"2017/18","S08000032"," ",2,"Total","d","1570"," ","930.01"," ","795"," ","470.93"," ","70"," ","41.47"," "
"2017/18","S08000032"," ",3,"Total","d","970"," ","867.91"," ","475"," ","425.01"," ","95"," ","85"," "
"2017/18","S08000032"," ",4,"Total","d","585"," ","515.67"," ","285"," ","251.22"," ","40"," ","35.26"," "
"2017/18","S08000032"," ",5,"Total","d","345"," ","400.23"," ","165"," ","191.42"," ","10"," ","11.6"," "
"2017/18","S08000024"," ",1,"Total","d","1210"," ","1169.24"," ","700"," ","676.42"," ","55"," ","53.15"," "
"2017/18","S08000024"," ",2,"Total","d","1975"," ","1030.23"," ","1090"," ","568.58"," ","210"," ","109.54"," "
"2017/18","S08000024"," ",3,"Total","d","1110"," ","741.72"," ","595"," ","397.59"," ","65"," ","43.43"," "
"2017/18","S08000024"," ",4,"Total","d","945"," ","582.1"," ","515"," ","317.23"," ","95"," ","58.52"," "
"2017/18","S08000024"," ",5,"Total","d","1385"," ","490.67"," ","720"," ","255.08"," ","110"," ","38.97"," "
"2017/18","S08000025"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2017/18","S08000025"," ",2,"Total","d","25"," ","695.8"," ","15"," ","417.48"," ","0"," ","0"," "
"2017/18","S08000025"," ",3,"Total","d","45"," ","1082.77"," ","25"," ","601.54"," ","5"," ","120.31"," "
"2017/18","S08000025"," ",4,"Total","d","45"," ","315.77"," ","30"," ","210.51"," ","5"," ","35.09"," "
"2017/18","S08000025"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2017/18","S08000026"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2017/18","S08000026"," ",2,"Total","d","15"," ","1084.6"," ","15"," ","1084.6"," ","0"," ","0"," "
"2017/18","S08000026"," ",3,"Total","d","45"," ","504.15"," ","30"," ","336.1"," ","0"," ","0"," "
"2017/18","S08000026"," ",4,"Total","d","55"," ","430.66"," ","35"," ","274.06"," ","5"," ","39.15"," "
"2017/18","S08000026"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2017/18","S08000030"," ",1,"Total","d","990"," ","1324.45"," ","620"," ","829.45"," ","95"," ","127.09"," "
"2017/18","S08000030"," ",2,"Total","d","775"," ","1037.97"," ","465"," ","622.78"," ","65"," ","87.06"," "
"2017/18","S08000030"," ",3,"Total","d","595"," ","712.51"," ","390"," ","467.02"," ","70"," ","83.82"," "
"2017/18","S08000030"," ",4,"Total","d","670"," ","605.24"," ","415"," ","374.89"," ","50"," ","45.17"," "
"2017/18","S08000030"," ",5,"Total","d","365"," ","503.66"," ","230"," ","317.38"," ","25"," ","34.5"," "
"2017/18","S08000028"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2017/18","S08000028"," ",2,"Total","d","40"," ","985.95"," ","25"," ","616.22"," ","0"," ","0"," "
"2017/18","S08000028"," ",3,"Total","d","175"," ","764.43"," ","105"," ","458.66"," ","15"," ","65.52"," "
"2017/18","S08000028"," ",4,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2017/18","S08000028"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2017/18","S92000003","d",1,"Total","d","16360"," ","1508.32"," ","8560"," ","789.19"," ","935"," ","86.2"," "
"2017/18","S92000003","d",2,"Total","d","11005"," ","1014.28"," ","6030"," ","555.76"," ","860"," ","79.26"," "
"2017/18","S92000003","d",3,"Total","d","7900"," ","727.8"," ","4455"," ","410.43"," ","650"," ","59.88"," "
"2017/18","S92000003","d",4,"Total","d","5800"," ","534.58"," ","3365"," ","310.15"," ","525"," ","48.39"," "
"2017/18","S92000003","d",5,"Total","d","4755"," ","438.36"," ","2600"," ","239.69"," ","320"," ","29.5"," "
"2018/19","S08000015"," ",1,"Total","d","1345"," ","1185.73"," ","785"," ","692.04"," ","100"," ","88.16"," "
"2018/19","S08000015"," ",2,"Total","d","625"," ","746.68"," ","385"," ","459.95"," ","15"," ","17.92"," "
"2018/19","S08000015"," ",3,"Total","d","390"," ","574.75"," ","255"," ","375.8"," ","50"," ","73.69"," "
"2018/19","S08000015"," ",4,"Total","d","215"," ","381.62"," ","135"," ","239.62"," ","10"," ","17.75"," "
"2018/19","S08000015"," ",5,"Total","d","210"," ","434.42"," ","130"," ","268.93"," ","10"," ","20.69"," "
"2018/19","S08000016"," ",1,"Total","d","60"," ","816.1"," ","40"," ","544.07"," ","5"," ","68.01"," "
"2018/19","S08000016"," ",2,"Total","d","220"," ","1135.78"," ","115"," ","593.7"," ","10"," ","51.63"," "
"2018/19","S08000016"," ",3,"Total","d","340"," ","732"," ","195"," ","419.82"," ","20"," ","43.06"," "
"2018/19","S08000016"," ",4,"Total","d","195"," ","612.84"," ","95"," ","298.56"," ","10"," ","31.43"," "
"2018/19","S08000016"," ",5,"Total","d","60"," ","583.6"," ","35"," ","340.43"," ","0"," ","0"," "
"2018/19","S08000017"," ",1,"Total","d","345"," ","2610.47"," ","105"," ","794.49"," ","10"," ","75.67"," "
"2018/19","S08000017"," ",2,"Total","d","440"," ","1100.25"," ","185"," ","462.6"," ","20"," ","50.01"," "
"2018/19","S08000017"," ",3,"Total","d","645"," ","1129.16"," ","205"," ","358.88"," ","35"," ","61.27"," "
"2018/19","S08000017"," ",4,"Total","d","205"," ","792.36"," ","70"," ","270.56"," ","20"," ","77.3"," "
"2018/19","S08000017"," ",5,"Total","d","80"," ","635.48"," ","30"," ","238.3"," ","0"," ","0"," "
"2018/19","S08000029"," ",1,"Total","d","1155"," ","1567.46"," ","615"," ","834.62"," ","50"," ","67.86"," "
"2018/19","S08000029"," ",2,"Total","d","1065"," ","1348.96"," ","555"," ","702.98"," ","80"," ","101.33"," "
"2018/19","S08000029"," ",3,"Total","d","665"," ","918.42"," ","330"," ","455.76"," ","35"," ","48.34"," "
"2018/19","S08000029"," ",4,"Total","d","535"," ","736.62"," ","295"," ","406.17"," ","35"," ","48.19"," "
"2018/19","S08000029"," ",5,"Total","d","355"," ","478.19"," ","190"," ","255.93"," ","15"," ","20.21"," "
"2018/19","S08000019"," ",1,"Total","d","665"," ","1284.3"," ","390"," ","753.2"," ","40"," ","77.25"," "
"2018/19","S08000019"," ",2,"Total","d","550"," ","904.5"," ","330"," ","542.7"," ","35"," ","57.56"," "
"2018/19","S08000019"," ",3,"Total","d","375"," ","593.47"," ","245"," ","387.73"," ","25"," ","39.56"," "
"2018/19","S08000019"," ",4,"Total","d","340"," ","535.63"," ","205"," ","322.95"," ","50"," ","78.77"," "
"2018/19","S08000019"," ",5,"Total","d","230"," ","344.21"," ","135"," ","202.04"," ","15"," ","22.45"," "
"2018/19","S08000020"," ",1,"Total","d","380"," ","1113.46"," ","245"," ","717.89"," ","25"," ","73.25"," "
"2018/19","S08000020"," ",2,"Total","d","735"," ","808.86"," ","485"," ","533.74"," ","60"," ","66.03"," "
"2018/19","S08000020"," ",3,"Total","d","670"," ","557.23"," ","450"," ","374.26"," ","70"," ","58.22"," "
"2018/19","S08000020"," ",4,"Total","d","695"," ","406.61"," ","465"," ","272.05"," ","45"," ","26.33"," "
"2018/19","S08000020"," ",5,"Total","d","655"," ","388.98"," ","410"," ","243.48"," ","65"," ","38.6"," "
"2018/19","S08000031"," ",1,"Total","d","7360"," ","1822.15"," ","3510"," ","868.99"," ","400"," ","99.03"," "
"2018/19","S08000031"," ",2,"Total","d","2630"," ","1247.63"," ","1225"," ","581.12"," ","230"," ","109.11"," "
"2018/19","S08000031"," ",3,"Total","d","1410"," ","884.91"," ","695"," ","436.18"," ","100"," ","62.76"," "
"2018/19","S08000031"," ",4,"Total","d","1115"," ","682.78"," ","545"," ","333.74"," ","100"," ","61.24"," "
"2018/19","S08000031"," ",5,"Total","d","1130"," ","475.55"," ","540"," ","227.25"," ","65"," ","27.35"," "
"2018/19","S08000022"," ",1,"Total","d","465"," ","1485.43"," ","290"," ","926.4"," ","45"," ","143.75"," "
"2018/19","S08000022"," ",2,"Total","d","535"," ","975.65"," ","330"," ","601.81"," ","40"," ","72.95"," "
"2018/19","S08000022"," ",3,"Total","d","755"," ","633.88"," ","470"," ","394.6"," ","50"," ","41.98"," "
"2018/19","S08000022"," ",4,"Total","d","485"," ","537.32"," ","295"," ","326.83"," ","40"," ","44.32"," "
"2018/19","S08000022"," ",5,"Total","d","145"," ","551.52"," ","80"," ","304.29"," ","5"," ","19.02"," "
"2018/19","S08000032"," ",1,"Total","d","2845"," ","1607.43"," ","1280"," ","723.2"," ","100"," ","56.5"," "
"2018/19","S08000032"," ",2,"Total","d","1640"," ","973.27"," ","815"," ","483.67"," ","75"," ","44.51"," "
"2018/19","S08000032"," ",3,"Total","d","990"," ","885.22"," ","450"," ","402.37"," ","85"," ","76"," "
"2018/19","S08000032"," ",4,"Total","d","705"," ","611.96"," ","305"," ","264.75"," ","45"," ","39.06"," "
"2018/19","S08000032"," ",5,"Total","d","325"," ","375.01"," ","175"," ","201.93"," ","15"," ","17.31"," "
"2018/19","S08000024"," ",1,"Total","d","1285"," ","1231.18"," ","760"," ","728.17"," ","70"," ","67.07"," "
"2018/19","S08000024"," ",2,"Total","d","1970"," ","1023.5"," ","1085"," ","563.7"," ","190"," ","98.71"," "
"2018/19","S08000024"," ",3,"Total","d","1140"," ","752.72"," ","640"," ","422.58"," ","65"," ","42.92"," "
"2018/19","S08000024"," ",4,"Total","d","1060"," ","636.9"," ","565"," ","339.48"," ","85"," ","51.07"," "
"2018/19","S08000024"," ",5,"Total","d","1345"," ","475.2"," ","725"," ","256.15"," ","105"," ","37.1"," "
"2018/19","S08000025"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000025"," ",2,"Total","d","25"," ","684.74"," ","25"," ","684.74"," ","0"," ","0"," "
"2018/19","S08000025"," ",3,"Total","d","30"," ","727.45"," ","15"," ","363.72"," ","0"," ","0"," "
"2018/19","S08000025"," ",4,"Total","d","45"," ","312.17"," ","30"," ","208.12"," ","5"," ","34.69"," "
"2018/19","S08000025"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000026"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000026"," ",2,"Total","d","15"," ","1075.27"," ","15"," ","1075.27"," ","0"," ","0"," "
"2018/19","S08000026"," ",3,"Total","d","35"," ","397.59"," ","25"," ","283.99"," ","0"," ","0"," "
"2018/19","S08000026"," ",4,"Total","d","50"," ","390.87"," ","45"," ","351.78"," ","0"," ","0"," "
"2018/19","S08000026"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000030"," ",1,"Total","d","1075"," ","1445.46"," ","680"," ","914.33"," ","75"," ","100.85"," "
"2018/19","S08000030"," ",2,"Total","d","885"," ","1188.38"," ","535"," ","718.4"," ","60"," ","80.57"," "
"2018/19","S08000030"," ",3,"Total","d","715"," ","856.75"," ","420"," ","503.27"," ","70"," ","83.88"," "
"2018/19","S08000030"," ",4,"Total","d","690"," ","620.73"," ","425"," ","382.34"," ","55"," ","49.48"," "
"2018/19","S08000030"," ",5,"Total","d","385"," ","530.13"," ","240"," ","330.47"," ","25"," ","34.42"," "
"2018/19","S08000028"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000028"," ",2,"Total","d","55"," ","1367.82"," ","30"," ","746.08"," ","0"," ","0"," "
"2018/19","S08000028"," ",3,"Total","d","175"," ","767.24"," ","110"," ","482.27"," ","5"," ","21.92"," "
"2018/19","S08000028"," ",4,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000028"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S92000003","d",1,"Total","d","16975"," ","1565.17"," ","8690"," ","801.26"," ","925"," ","85.29"," "
"2018/19","S92000003","d",2,"Total","d","11395"," ","1051.35"," ","6110"," ","563.73"," ","825"," ","76.12"," "
"2018/19","S92000003","d",3,"Total","d","8340"," ","766.42"," ","4505"," ","413.99"," ","615"," ","56.52"," "
"2018/19","S92000003","d",4,"Total","d","6340"," ","579.19"," ","3475"," ","317.46"," ","505"," ","46.13"," "
"2018/19","S92000003","d",5,"Total","d","4925"," ","453.12"," ","2695"," ","247.95"," ","325"," ","29.9"," "
"2019/20","S08000015"," ",1,"Total","d","1290"," ","1142.3"," ","720"," ","637.56"," ","95"," ","84.12"," "
"2019/20","S08000015"," ",2,"Total","d","600"," ","718.34"," ","345"," ","413.05"," ","20"," ","23.94"," "
"2019/20","S08000015"," ",3,"Total","d","380"," ","558.04"," ","245"," ","359.79"," ","35"," ","51.4"," "
"2019/20","S08000015"," ",4,"Total","d","235"," ","415.94"," ","140"," ","247.79"," ","15"," ","26.55"," "
"2019/20","S08000015"," ",5,"Total","d","165"," ","341.55"," ","95"," ","196.65"," ","5"," ","10.35"," "
"2019/20","S08000016"," ",1,"Total","d","75"," ","1028.67"," ","55"," ","754.35"," ","5"," ","68.58"," "
"2019/20","S08000016"," ",2,"Total","d","280"," ","1444.64"," ","145"," ","748.12"," ","5"," ","25.8"," "
"2019/20","S08000016"," ",3,"Total","d","355"," ","759.73"," ","190"," ","406.62"," ","15"," ","32.1"," "
"2019/20","S08000016"," ",4,"Total","d","235"," ","738.48"," ","120"," ","377.1"," ","10"," ","31.42"," "
"2019/20","S08000016"," ",5,"Total","d","90"," ","874.81"," ","40"," ","388.8"," ","0"," ","0"," "
"2019/20","S08000017"," ",1,"Total","d","305"," ","2330.2"," ","115"," ","878.6"," ","10"," ","76.4"," "
"2019/20","S08000017"," ",2,"Total","d","440"," ","1101.27"," ","185"," ","463.03"," ","20"," ","50.06"," "
"2019/20","S08000017"," ",3,"Total","d","600"," ","1047.6"," ","220"," ","384.12"," ","30"," ","52.38"," "
"2019/20","S08000017"," ",4,"Total","d","225"," ","872.97"," ","90"," ","349.19"," ","10"," ","38.8"," "
"2019/20","S08000017"," ",5,"Total","d","70"," ","548.2"," ","35"," ","274.1"," ","5"," ","39.16"," "
"2019/20","S08000029"," ",1,"Total","d","1185"," ","1613.72"," ","615"," ","837.5"," ","35"," ","47.66"," "
"2019/20","S08000029"," ",2,"Total","d","1060"," ","1334.31"," ","535"," ","673.45"," ","60"," ","75.53"," "
"2019/20","S08000029"," ",3,"Total","d","610"," ","841.33"," ","340"," ","468.94"," ","20"," ","27.58"," "
"2019/20","S08000029"," ",4,"Total","d","500"," ","683.54"," ","265"," ","362.27"," ","20"," ","27.34"," "
"2019/20","S08000029"," ",5,"Total","d","395"," ","526.51"," ","215"," ","286.58"," ","15"," ","19.99"," "
"2019/20","S08000019"," ",1,"Total","d","945"," ","1823.83"," ","410"," ","791.29"," ","20"," ","38.6"," "
"2019/20","S08000019"," ",2,"Total","d","825"," ","1355.33"," ","345"," ","566.77"," ","30"," ","49.28"," "
"2019/20","S08000019"," ",3,"Total","d","625"," ","985.09"," ","275"," ","433.44"," ","20"," ","31.52"," "
"2019/20","S08000019"," ",4,"Total","d","545"," ","856.27"," ","235"," ","369.22"," ","35"," ","54.99"," "
"2019/20","S08000019"," ",5,"Total","d","355"," ","530.95"," ","155"," ","231.82"," ","15"," ","22.43"," "
"2019/20","S08000020"," ",1,"Total","d","380"," ","1124.46"," ","240"," ","710.19"," ","25"," ","73.98"," "
"2019/20","S08000020"," ",2,"Total","d","825"," ","914.16"," ","510"," ","565.12"," ","35"," ","38.78"," "
"2019/20","S08000020"," ",3,"Total","d","835"," ","694.71"," ","520"," ","432.63"," ","55"," ","45.76"," "
"2019/20","S08000020"," ",4,"Total","d","670"," ","388.71"," ","445"," ","258.18"," ","50"," ","29.01"," "
"2019/20","S08000020"," ",5,"Total","d","575"," ","340.03"," ","390"," ","230.63"," ","35"," ","20.7"," "
"2019/20","S08000031"," ",1,"Total","d","8185"," ","2012.65"," ","3730"," ","917.19"," ","345"," ","84.83"," "
"2019/20","S08000031"," ",2,"Total","d","2875"," ","1354.31"," ","1235"," ","581.76"," ","180"," ","84.79"," "
"2019/20","S08000031"," ",3,"Total","d","1505"," ","940.98"," ","700"," ","437.66"," ","85"," ","53.14"," "
"2019/20","S08000031"," ",4,"Total","d","1175"," ","712.95"," ","560"," ","339.79"," ","80"," ","48.54"," "
"2019/20","S08000031"," ",5,"Total","d","1160"," ","484.53"," ","520"," ","217.2"," ","40"," ","16.71"," "
"2019/20","S08000022"," ",1,"Total","d","460"," ","1484.59"," ","280"," ","903.66"," ","30"," ","96.82"," "
"2019/20","S08000022"," ",2,"Total","d","485"," ","891.2"," ","300"," ","551.26"," ","30"," ","55.13"," "
"2019/20","S08000022"," ",3,"Total","d","790"," ","662.35"," ","475"," ","398.25"," ","50"," ","41.92"," "
"2019/20","S08000022"," ",4,"Total","d","535"," ","587.58"," ","325"," ","356.94"," ","40"," ","43.93"," "
"2019/20","S08000022"," ",5,"Total","d","130"," ","500.58"," ","60"," ","231.04"," ","5"," ","19.25"," "
"2019/20","S08000032"," ",1,"Total","d","2890"," ","1637.29"," ","1305"," ","739.33"," ","70"," ","39.66"," "
"2019/20","S08000032"," ",2,"Total","d","1765"," ","1044.6"," ","875"," ","517.86"," ","55"," ","32.55"," "
"2019/20","S08000032"," ",3,"Total","d","1120"," ","1000.46"," ","475"," ","424.3"," ","75"," ","67"," "
"2019/20","S08000032"," ",4,"Total","d","715"," ","610.68"," ","340"," ","290.39"," ","40"," ","34.16"," "
"2019/20","S08000032"," ",5,"Total","d","415"," ","474.87"," ","195"," ","223.13"," ","10"," ","11.44"," "
"2019/20","S08000024"," ",1,"Total","d","1350"," ","1284.43"," ","750"," ","713.57"," ","40"," ","38.06"," "
"2019/20","S08000024"," ",2,"Total","d","2215"," ","1139.4"," ","1160"," ","596.71"," ","160"," ","82.3"," "
"2019/20","S08000024"," ",3,"Total","d","1275"," ","831.64"," ","690"," ","450.06"," ","50"," ","32.61"," "
"2019/20","S08000024"," ",4,"Total","d","1080"," ","631.59"," ","585"," ","342.11"," ","70"," ","40.94"," "
"2019/20","S08000024"," ",5,"Total","d","1430"," ","503.94"," ","740"," ","260.78"," ","115"," ","40.53"," "
"2019/20","S08000025"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000025"," ",2,"Total","d","30"," ","837.05"," ","20"," ","558.04"," ","0"," ","0"," "
"2019/20","S08000025"," ",3,"Total","d","30"," ","726.04"," ","20"," ","484.03"," ","0"," ","0"," "
"2019/20","S08000025"," ",4,"Total","d","45"," ","309.19"," ","30"," ","206.13"," ","5"," ","34.35"," "
"2019/20","S08000025"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000026"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000026"," ",2,"Total","d","15"," ","1082.25"," ","10"," ","721.5"," ","0"," ","0"," "
"2019/20","S08000026"," ",3,"Total","d","60"," ","683.14"," ","40"," ","455.43"," ","0"," ","0"," "
"2019/20","S08000026"," ",4,"Total","d","40"," ","313.7"," ","30"," ","235.28"," ","5"," ","39.21"," "
"2019/20","S08000026"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000030"," ",1,"Total","d","1170"," ","1570.81"," ","715"," ","959.94"," ","70"," ","93.98"," "
"2019/20","S08000030"," ",2,"Total","d","910"," ","1223.3"," ","530"," ","712.47"," ","45"," ","60.49"," "
"2019/20","S08000030"," ",3,"Total","d","765"," ","916.62"," ","410"," ","491.26"," ","60"," ","71.89"," "
"2019/20","S08000030"," ",4,"Total","d","725"," ","646.51"," ","435"," ","387.91"," ","50"," ","44.59"," "
"2019/20","S08000030"," ",5,"Total","d","350"," ","479.47"," ","210"," ","287.68"," ","25"," ","34.25"," "
"2019/20","S08000028"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000028"," ",2,"Total","d","35"," ","890.36"," ","30"," ","763.16"," ","5"," ","127.19"," "
"2019/20","S08000028"," ",3,"Total","d","165"," ","724.03"," ","105"," ","460.75"," ","5"," ","21.94"," "
"2019/20","S08000028"," ",4,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000028"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S92000003","d",1,"Total","d","18235"," ","1678.92"," ","8930"," ","822.2"," ","740"," ","68.13"," "
"2019/20","S92000003","d",2,"Total","d","12360"," ","1137.3"," ","6220"," ","572.33"," ","645"," ","59.35"," "
"2019/20","S92000003","d",3,"Total","d","9125"," ","835.72"," ","4710"," ","431.37"," ","515"," ","47.17"," "
"2019/20","S92000003","d",4,"Total","d","6720"," ","607.24"," ","3605"," ","325.76"," ","425"," ","38.4"," "
"2019/20","S92000003","d",5,"Total","d","5125"," ","469.37"," ","2655"," ","243.16"," ","280"," ","25.64"," "
"2020/21","S08000015"," ",1,"Total","d","1100"," ","981.68"," ","660"," ","589.01"," ","110"," ","98.17"," "
"2020/21","S08000015"," ",2,"Total","d","605"," ","726.25"," ","370"," ","444.15"," ","25"," ","30.01"," "
"2020/21","S08000015"," ",3,"Total","d","370"," ","544.37"," ","245"," ","360.46"," ","35"," ","51.49"," "
"2020/21","S08000015"," ",4,"Total","d","205"," ","362.51"," ","140"," ","247.57"," ","15"," ","26.53"," "
"2020/21","S08000015"," ",5,"Total","d","135"," ","280.59"," ","85"," ","176.67"," ","10"," ","20.78"," "
"2020/21","S08000016"," ",1,"Total","d","95"," ","1332.96"," ","50"," ","701.56"," ","5"," ","70.16"," "
"2020/21","S08000016"," ",2,"Total","d","290"," ","1505.79"," ","130"," ","675.01"," ","10"," ","51.92"," "
"2020/21","S08000016"," ",3,"Total","d","335"," ","718.48"," ","185"," ","396.77"," ","10"," ","21.45"," "
"2020/21","S08000016"," ",4,"Total","d","195"," ","610.9"," ","100"," ","313.28"," ","10"," ","31.33"," "
"2020/21","S08000016"," ",5,"Total","d","65"," ","630.58"," ","30"," ","291.04"," ","0"," ","0"," "
"2020/21","S08000017"," ",1,"Total","d","260"," ","1996.77"," ","110"," ","844.79"," ","15"," ","115.2"," "
"2020/21","S08000017"," ",2,"Total","d","375"," ","945.39"," ","190"," ","479"," ","25"," ","63.03"," "
"2020/21","S08000017"," ",3,"Total","d","480"," ","844.02"," ","210"," ","369.26"," ","35"," ","61.54"," "
"2020/21","S08000017"," ",4,"Total","d","135"," ","524.62"," ","70"," ","272.02"," ","10"," ","38.86"," "
"2020/21","S08000017"," ",5,"Total","d","75"," ","576.97"," ","30"," ","230.79"," ","5"," ","38.46"," "
"2020/21","S08000029"," ",1,"Total","d","910"," ","1242.91"," ","480"," ","655.6"," ","45"," ","61.46"," "
"2020/21","S08000029"," ",2,"Total","d","875"," ","1100.01"," ","450"," ","565.72"," ","65"," ","81.71"," "
"2020/21","S08000029"," ",3,"Total","d","555"," ","766.78"," ","285"," ","393.75"," ","25"," ","34.54"," "
"2020/21","S08000029"," ",4,"Total","d","390"," ","531.61"," ","220"," ","299.88"," ","20"," ","27.26"," "
"2020/21","S08000029"," ",5,"Total","d","320"," ","423.13"," ","170"," ","224.79"," ","20"," ","26.45"," "
"2020/21","S08000019"," ",1,"Total","d","955"," ","1850.74"," ","345"," ","668.59"," ","35"," ","67.83"," "
"2020/21","S08000019"," ",2,"Total","d","845"," ","1390.6"," ","335"," ","551.3"," ","25"," ","41.14"," "
"2020/21","S08000019"," ",3,"Total","d","740"," ","1169.87"," ","255"," ","403.13"," ","25"," ","39.52"," "
"2020/21","S08000019"," ",4,"Total","d","605"," ","953.94"," ","215"," ","339"," ","35"," ","55.19"," "
